Player,Pos,Squad,Comp,npxG,-9999
Jannes Horn,DF,Köln,de Bundesliga,0.1,2b83fa49
Oussama Idrissi,FWMF,Sevilla,es La Liga,0.1,34caa4b3
Iglesias,DF,Getafe,es La Liga,0.1,974322dc
Juan Ignacio Ramírez,FW,Saint-Étienne,fr Ligue 1,0.1,ad513a6b
Marcus Ingvartsen,MF,Union Berlin,de Bundesliga,0.1,271b8617
Tim Iroegbunam,MF,Aston Villa,eng Premier League,0.1,84c5ceea
Paul Jaeckel,DF,Union Berlin,de Bundesliga,0.1,a93b6f4e
Abdel Jalil Medioub,DF,Bordeaux,fr Ligue 1,0.1,4937a9f7
Tony Jantschke,DF,M'Gladbach,de Bundesliga,0.1,34b54da7
Paweł Jaroszyński,DF,Salernitana,it Serie A,0.1,958a601f
Jason,MFDF,Valencia,es La Liga,0.1,9038c2a1
Dennis Jastrzembski,DFFW,Hertha BSC,de Bundesliga,0.1,6bba916f
Álvaro Jiménez,MFFW,Cádiz,es La Liga,0.1,5f5501ed
Ben Johnson,DF,West Ham,eng Premier League,0.1,9319781b
Mathias Jørgensen,DF,Brentford,eng Premier League,0.1,0db5d2c8
Anton Kade,MFDF,Hertha BSC,de Bundesliga,0.1,6d7598d5
Jean-Armel Kana-Biyik,DF,Metz,fr Ligue 1,0.1,76a4233b
Nordine Kandil,MFFW,Strasbourg,fr Ligue 1,0.1,c5908bc4
Denso Kasius,DF,Bologna,it Serie A,0.1,7ae36711
Silas Katompa,MFFW,Stuttgart,de Bundesliga,0.1,de4cac2d
Kenedy,DF,Chelsea,eng Premier League,0.1,5eebbfdf
Ansgar Knauff,FWMF,Dortmund,de Bundesliga,0.1,19a967ab
Laurent Koscielny,DF,Bordeaux,fr Ligue 1,0.1,f5efb153
Odilon Kossonou,DF,Leverkusen,de Bundesliga,0.1,1f3afdcb
Mykola Kukharevych,FW,Troyes,fr Ligue 1,0.1,8197a269
Lenny Lacroix,DF,Metz,fr Ligue 1,0.1,5413ef36
Diego Lainez,FW,Betis,es La Liga,0.1,bf12926c
Vassilis Lambropoulos,DF,Bochum,de Bundesliga,0.1,591477c9
Yasser Larouci,DF,Troyes,fr Ligue 1,0.1,0ed063d6
Latasa,FW,Real Madrid,es La Liga,0.1,2bea832e
Lucas Leiva,MF,Lazio,it Serie A,0.1,4c78b5ed
Clément Lenglet,DF,Barcelona,es La Liga,0.1,4f28a6ff
Christopher Lenz,DF,Eint Frankfurt,de Bundesliga,0.1,bbd86530
Anderson Lima,MF,Lazio,it Serie A,0.1,59be3a74
Javier Llabrés,FWMF,Mallorca,es La Liga,0.1,38b0cf42
Stanislav Lobotka,MF,Napoli,it Serie A,0.1,e1cbb531
Jürgen Locadia,FW,Brighton,eng Premier League,0.1,6cc47ae1
Samuel Loric,DF,Lorient,fr Ligue 1,0.1,9004f318
Florentino Luís,MF,Getafe,es La Liga,0.1,881cd6be
Yannis M'Bemba,DFFW,Nantes,fr Ligue 1,0.1,080de72a
Francesco Magnanelli,MF,Sassuolo,it Serie A,0.1,07767f42
Kévin Malcuit,DF,Napoli,it Serie A,0.1,d6a889ea
Vincent Manceau,DF,Angers,fr Ligue 1,0.1,c26a3918
Myziane Maolida,MFFW,Nice,fr Ligue 1,0.1,706a60e1
Nikola Maraš,DF,Rayo Vallecano,es La Liga,0.1,b9d0446f
Marcelo,DF,Lyon,fr Ligue 1,0.1,e3d0b0c4
Iván Marcone,MF,Elche,es La Liga,0.1,b14f755d
Omar Marmoush,FW,Wolfsburg,de Bundesliga,0.1,0e0102eb
Martín,MF,Cádiz,es La Liga,0.1,cbec0059
Iván Martín,MF,Alavés,es La Liga,0.1,ae48c5cb
Arthur Masuaku,DFFW,West Ham,eng Premier League,0.1,57df7a11
Eliot Matazo,MF,Monaco,fr Ligue 1,0.1,15944afd
Chrislain Matsima,DF,Monaco,fr Ligue 1,0.1,cf1ef7ec
Borja Mayoral,FWDF,Roma,it Serie A,0.1,64e8ed6d
Hannibal Mejbri,FW,Manchester Utd,eng Premier League,0.1,ca22ccb0
Birger Meling,DF,Rennes,fr Ligue 1,0.1,70c52749
Arthur Melo,MF,Juventus,it Serie A,0.1,48b3dd60
Fran Mérida,MF,Espanyol,es La Liga,0.1,0e50f929
Martín Merquelanz,FW,Rayo Vallecano,es La Liga,0.1,ddd5348b
William Mikelbrencis,DF,Metz,fr Ligue 1,0.1,14df1d7f
Vanja Milinković-Savić,GK,Torino,it Serie A,0.1,9fa26bc2
Juan Miranda,DF,Betis,es La Liga,0.1,ead61f73
Fabio Miretti,MF,Juventus,it Serie A,0.1,34693494
Marco Modolo,DF,Venezia,it Serie A,0.1,fdcdb521
Cristhian Mosquera,DF,Valencia,es La Liga,0.1,dc1ce4f5
Baptiste Mouazan,MF,Lorient,fr Ligue 1,0.1,81ac108d
Aimen Moueffek,MF,Saint-Étienne,fr Ligue 1,0.1,2591b066
Lys Mousset,FWMF,Salernitana,it Serie A,0.1,d9cfca3d
Aihen Muñoz,DF,Real Sociedad,es La Liga,0.1,228b0d9d
Nicola Murru,DF,Sampdoria,it Serie A,0.1,d183e9d6
Shkodran Mustafi,DF,Levante,es La Liga,0.1,3f2d59fe
Nani,FWMF,Venezia,it Serie A,0.1,15e9c7e6
Matija Nastasić,DF,Fiorentina,it Serie A,0.1,f35430a4
Dan Ndoye,FWMF,Nice,fr Ligue 1,0.1,8e697a8f
Jeremy Ngakia,DF,Watford,eng Premier League,0.1,3631ad41
Sikou Niakaté,DF,Metz,fr Ligue 1,0.1,8eef18aa
Dimitris Nikolaou,DF,Spezia,it Serie A,0.1,cf961d8d
Connor Noß,MF,M'Gladbach,de Bundesliga,0.1,ccc6d365
Kasim Nuhu,DF,Hoffenheim,de Bundesliga,0.1,93a50d2c
Hans Nunoo Sarpei,DFMF,Greuther Fürth,de Bundesliga,0.1,9593331d
Brain Oddei,FW,Sassuolo,it Serie A,0.1,97e8ea97
Javier Ontiveros,MFFW,Osasuna,es La Liga,0.1,a83d8b0c
Tomáš Ostrák,FWMF,Köln,de Bundesliga,0.1,3ba95f20
Simone Pafundi,FW,Udinese,it Serie A,0.1,8daee720
Helibelton Palacios,DF,Elche,es La Liga,0.1,ac8b2421
Luan Peres Petroni,DF,Marseille,fr Ligue 1,0.1,a5549ec1
Iñigo Pérez,MF,Osasuna,es La Liga,0.1,bc61cc65
Cristiano Piccini,DF,Valencia,es La Liga,0.1,32c0491f
Sergio Postigo,DF,Levante,es La Liga,0.1,474ecac8
José Pozo,MF,Rayo Vallecano,es La Liga,0.1,fc8b614b
Erick Pulgar,MF,Fiorentina,it Serie A,0.1,4611e028
Ștefan Radu,DF,Lazio,it Serie A,0.1,53de807a
Antonio Raimondo,FW,Bologna,it Serie A,0.1,ce1a6c7e
Jonás Ramalho,DF,Osasuna,es La Liga,0.1,be3a0121
Reinier,FWMF,Dortmund,de Bundesliga,0.1,6b21b7b5
Tomás Rincón,MF,Sampdoria,it Serie A,0.1,f1cfc209
Kévin Rodrigues,DFFW,Rayo Vallecano,es La Liga,0.1,f1bed920
Isma Ruiz,MF,Granada,es La Liga,0.1,6e36226f
Youssouf Sabaly,DF,Betis,es La Liga,0.1,fbbb9269
Falaye Sacko,DF,Saint-Étienne,fr Ligue 1,0.1,6388e356
Mamadou Sakho,DF,Montpellier,fr Ligue 1,0.1,87935cf3
Jacopo Sala,MF,Spezia,it Serie A,0.1,da5a981b
Keven Schlotterbeck,DF,Freiburg,de Bundesliga,0.1,f6bdc830
Jonathan Schmid,DF,Freiburg,de Bundesliga,0.1,088ca1bd
Matz Sels,GK,Strasbourg,fr Ligue 1,0.1,834b5c4c
Kaj Sierhuis,FW,Reims,fr Ligue 1,0.1,9c2b1f11
Arnór Sigurðsson,MFFW,Venezia,it Serie A,0.1,f209b81e
Issouf Sissokho,MF,Bordeaux,fr Ligue 1,0.1,792a9d41
William Smallbone,MFFW,Southampton,eng Premier League,0.1,5e105217
Alex Sola,DFFW,Real Sociedad,es La Liga,0.1,5fa714d5
Matìas Soulé,FW,Juventus,it Serie A,0.1,c13ddd3e
Leonardo Spinazzola,DF,Roma,it Serie A,0.1,3626daea
Tobias Strobl,MFDF,Augsburg,de Bundesliga,0.1,17780d2b
Waniss Taibi,MFDF,Angers,fr Ligue 1,0.1,95192fe4
Robert Tesche,MF,Bochum,de Bundesliga,0.1,037130ca
Thuler,DF,Montpellier,fr Ligue 1,0.1,db23d9fc
Cheikh Tidiane Sabaly,FWMF,Metz,fr Ligue 1,0.1,9ddf7fae
Jeremy Toljan,DF,Sassuolo,it Serie A,0.1,a96e5dc0
Trézéguet,FW,Aston Villa,eng Premier League,0.1,3ae14ed1
Kieran Trippier,DF,Newcastle Utd,eng Premier League,0.1,21512407
Kieran Trippier,DF,Atlético Madrid,es La Liga,0.1,21512407
William Troost-Ekong,DF,Watford,eng Premier League,0.1,7ed4921e
Jere Uronen,DF,Brest,fr Ligue 1,0.1,d75f3980
Gonzalo Verdú,DF,Elche,es La Liga,0.1,1c2c55fc
Jannik Vestergaard,DF,Leicester City,eng Premier League,0.1,1900032e
Ronaldo Vieira,MF,Sampdoria,it Serie A,0.1,75e60d75
Cristian Volpato,MFFW,Roma,it Serie A,0.1,72f87f25
Harry Winks,MF,Tottenham,eng Premier League,0.1,2f7acede
Okay Yokuşlu,DFMF,Getafe,es La Liga,0.1,e49ce451
Christoph Zimmermann,DF,Norwich City,eng Premier League,0.1,2d5f03bf
Charles Abi,FW,Saint-Étienne,fr Ligue 1,0.0,469d3d84
Mohamed Achi,MF,Nantes,fr Ligue 1,0.0,1e93fc5d
Julen Agirrezabala,GK,Athletic Club,es La Liga,0.0,a2c1a8d3
Álvaro Aguirre,FW,Rayo Vallecano,es La Liga,0.0,93b054dc
Naouirou Ahamada,MF,Stuttgart,de Bundesliga,0.0,a6c58494
Marley Aké,MFFW,Juventus,it Serie A,0.0,414e1f69
Paul Akouokou,MF,Betis,es La Liga,0.0,31f5b89b
Sofiane Alakouch,DFMF,Metz,fr Ligue 1,0.0,5314e067
Josué Albert,DF,Clermont Foot,fr Ligue 1,0.0,3d738df0
Doğan Alemdar,GK,Rennes,fr Ligue 1,0.0,9e17ccff
Mircea Alexandru Tirlea,DF,Alavés,es La Liga,0.0,683a1d81
Alisson,GK,Liverpool,eng Premier League,0.0,7a2e46a8
Emmanuel Amankwaa Akurugu,DF,Getafe,es La Liga,0.0,69c5633e
Daniel Amartey,DF,Leicester City,eng Premier League,0.0,1a4ef233
Jordan Amavi,DF,Nice,fr Ligue 1,0.0,22721b88
Jordan Amavi,DF,Marseille,fr Ligue 1,0.0,22721b88
Wisdom Amey,DF,Bologna,it Serie A,0.0,35b4bc62
Fredrik André Bjørkan,DF,Hertha BSC,de Bundesliga,0.0,3724baa1
Ebenezer Annan,DF,Bologna,it Serie A,0.0,39aa05a7
Josep Antoni Gayá,DF,Mallorca,es La Liga,0.0,4a5f2032
Dennis Appiah,DF,Nantes,fr Ligue 1,0.0,feb5d3ab
Cameron Archer,MFFW,Aston Villa,eng Premier League,0.0,05e8ca6d
Alphonse Areola,GK,West Ham,eng Premier League,0.0,2f965a72
Jesús Areso,DF,Osasuna,es La Liga,0.0,94e01ec6
Kepa Arrizabalaga,GK,Chelsea,eng Premier League,0.0,28d596a0
Sergio Asenjo,GK,Villarreal,es La Liga,0.0,9f0ea33f
Alejandro Asensio,FW,Rayo Vallecano,es La Liga,0.0,b4c23f36
Harrison Ashby,DF,West Ham,eng Premier League,0.0,b391383a
Fisnik Asllani,MFFW,Hoffenheim,de Bundesliga,0.0,35f67a30
Emil Audero,GK,Sampdoria,it Serie A,0.0,649b01d8
Ramzi Aya,DF,Salernitana,it Serie A,0.0,6a1f66a7
Daniel Bachmann,GK,Watford,eng Premier League,0.0,1c0eea98
Édgar Badía,GK,Elche,es La Liga,0.0,e4346678
Miguel Baeza,DF,Celta Vigo,es La Liga,0.0,a98f3cbf
Nicola Bagnolini,GK,Bologna,it Serie A,0.0,ad263695
Issa Bah,FW,Venezia,it Serie A,0.0,956a78ea
Eric Bailly,DF,Manchester Utd,eng Premier League,0.0,a1232f4e
Dénys Bain,DF,Brest,fr Ligue 1,0.0,5065d67d
Stefan Bajic,GK,Saint-Étienne,fr Ligue 1,0.0,be13e5a8
Abdoulaye Bakayoko,DF,Saint-Étienne,fr Ligue 1,0.0,ee95585f
Tommaso Baldanzi,FW,Empoli,it Serie A,0.0,102e2599
Alejandro Balde,DFFW,Barcelona,es La Liga,0.0,5ccc9672
Ibrahima Baldé,FWMF,Lens,fr Ligue 1,0.0,a30cb0d4
Barbero,MFFW,Osasuna,es La Liga,0.0,981c1863
Danilo Barbosa,DF,Nice,fr Ligue 1,0.0,0557ff4f
Barcia,DF,Granada,es La Liga,0.0,0c717ae6
Francesco Bardi,GK,Bologna,it Serie A,0.0,0acda699
Aymen Barkok,MFFW,Eint Frankfurt,de Bundesliga,0.0,a2a85828
Antonio Barragán,DF,Elche,es La Liga,0.0,487d9b09
Abdourahmane Barry,DF,Greuther Fürth,de Bundesliga,0.0,8df328f4
Álvaro Bastida,MF,Cádiz,es La Liga,0.0,42a028c5
Lewis Bate,MF,Leeds United,eng Premier League,0.0,cd4256d3
Oliver Baumann,GK,Hoffenheim,de Bundesliga,0.0,47064058
Julian Baumgartlinger,MF,Leverkusen,de Bundesliga,0.0,69374ff5
Jon Bautista,FWMF,Real Sociedad,es La Liga,0.0,debc6b55
Paul Baysse,DF,Bordeaux,fr Ligue 1,0.0,2515040a
Asmir Begović,GK,Everton,eng Premier League,0.0,7b4de647
Vid Belec,GK,Salernitana,it Serie A,0.0,4f8ce0e1
Jeanuel Belocian,DF,Rennes,fr Ligue 1,0.0,c678ddd7
Salim Ben Seghir,FW,Marseille,fr Ligue 1,0.0,1f6298f2
Walter Benítez,GK,Nice,fr Ligue 1,0.0,8a2248b4
Loris Benito,DF,Bordeaux,fr Ligue 1,0.0,f5b6fb78
Pedro Benito,FW,Cádiz,es La Liga,0.0,a7416105
Keanan Bennetts,FWDF,M'Gladbach,de Bundesliga,0.0,f4c7c708
Alessandro Berardi,GK,Hellas Verona,it Serie A,0.0,ec1f737d
Patrick Berg,MF,Lens,fr Ligue 1,0.0,e4114f5d
Etrit Berisha,GK,Torino,it Serie A,0.0,ee833569
Paul Bernardoni,GK,Angers,fr Ligue 1,0.0,28dabd43
Paul Bernardoni,GK,Saint-Étienne,fr Ligue 1,0.0,28dabd43
Dimitry Bertaud,GK,Montpellier,fr Ligue 1,0.0,380a15e2
Nicolò Bertola,MFDF,Spezia,it Serie A,0.0,04b40c58
Ryan Bertrand,DF,Leicester City,eng Premier League,0.0,01226327
Ermin Bičakčić,DF,Hoffenheim,de Bundesliga,0.0,7aac47fe
Mads Bidstrup,MF,Brentford,eng Premier League,0.0,407db0d5
Luis Binks,DF,Bologna,it Serie A,0.0,36e88fbc
Tom Bischof,MFFW,Hoffenheim,de Bundesliga,0.0,07d3bfec
Nathan Bitu Mazala,DF,Paris S-G,fr Ligue 1,0.0,0f697e02
Marco Bizot,GK,Brest,fr Ligue 1,0.0,3d214e5f
Bjarki Bjarkason,FW,Venezia,it Serie A,0.0,f1d25de7
Blanco,MF,Real Madrid,es La Liga,0.0,506daeac
Antonin Bobichon,MFFW,Angers,fr Ligue 1,0.0,7d937aa1
Luka Bogdan,DF,Salernitana,it Serie A,0.0,cb678320
Charles Boli,MF,Lens,fr Ligue 1,0.0,bbdd999a
Solomon Bonnah,DF,RB Leipzig,de Bundesliga,0.0,dd7b6eb8
Yassine Bounou,GK,Sevilla,es La Liga,0.0,f6798fc3
Ismaëlben Boura,DF,Lens,fr Ligue 1,0.0,62e02107
Mehdi Bourabia,MF,Spezia,it Serie A,0.0,0d077b88
Redwan Bourles,MFFW,Lorient,fr Ligue 1,0.0,5c7895a0
Edoardo Bove,MFFW,Roma,it Serie A,0.0,ae94a6c5
Domagoj Bradarić,DFMF,Lille,fr Ligue 1,0.0,8bbe2df5
Claudio Bravo,GK,Betis,es La Liga,0.0,10072610
Iker Bravo,FW,Leverkusen,de Bundesliga,0.0,db8c8860
Fabian Bredlow,GK,Stuttgart,de Bundesliga,0.0,d28339cb
Josip Brekalo,MF,Wolfsburg,de Bundesliga,0.0,d4a2533d
Lewis Brunt,MF,Leicester City,eng Premier League,0.0,a2081c6b
Bryan,FWMF,Tottenham,eng Premier League,0.0,7b5ab7f2
Aleksander Buksa,FW,Genoa,it Serie A,0.0,59f2d958
Sascha Burchert,GK,Greuther Fürth,de Bundesliga,0.0,25bdea4b
Roman Bürki,GK,Dortmund,de Bundesliga,0.0,9d12e142
Oriol Busquets,MF,Clermont Foot,fr Ligue 1,0.0,49712367
Jack Butland,GK,Crystal Palace,eng Premier League,0.0,cc70a1d5
Adrián Butzke,FW,Granada,es La Liga,0.0,505dce2b
Marcin Bułka,GK,Nice,fr Ligue 1,0.0,db87a2c4
Willy Caballero,GK,Southampton,eng Premier League,0.0,a179d516
Liberato Cacace,DF,Empoli,it Serie A,0.0,dd86e8e4
Martín Cáceres,DF,Levante,es La Liga,0.0,e94d79e3
Yannick Cahuzac,MF,Lens,fr Ligue 1,0.0,677ee102
Felipe Caicedo,FW,Inter,it Serie A,0.0,93b891d1
Marc-Aurèle Caillard,GK,Metz,fr Ligue 1,0.0,5ee6e943
Riccardo Calafiori,DF,Genoa,it Serie A,0.0,aded8e6f
Riccardo Calafiori,DF,Roma,it Serie A,0.0,aded8e6f
Calderón,DF,Betis,es La Liga,0.0,da4e70e5
Lucas Calodat,DF,Saint-Étienne,fr Ligue 1,0.0,7a72e960
Víctor Camarasa,MFFW,Betis,es La Liga,0.0,b2d03887
Eduardo Camavinga,MF,Rennes,fr Ligue 1,0.0,7b9c2d84
Chem Campbell,MF,Wolves,eng Premier League,0.0,6f711f67
Ander Capa,DF,Athletic Club,es La Liga,0.0,37f1cf47
Leonardo Capezzi,MF,Salernitana,it Serie A,0.0,07ea0ef2
Cárdenas,GK,Levante,es La Liga,0.0,e1846dde
Carlo,MF,Villarreal,es La Liga,0.0,8249ff06
Carmona,DF,Sevilla,es La Liga,0.0,2dce876a
Kiko Casilla,GK,Elche,es La Liga,0.0,58bc7d18
Francesco Cassata,MF,Genoa,it Serie A,0.0,96960855
Koen Casteels,GK,Wolfsburg,de Bundesliga,0.0,db401046
Emil Ceide,FWDF,Sassuolo,it Serie A,0.0,98a84572
Leonardo César Jardim,GK,Lille,fr Ligue 1,0.0,f5dfc256
Damir Ceter,FW,Cagliari,it Serie A,0.0,eade5337
Julian Chabot,DF,Köln,de Bundesliga,0.0,ae7058f9
El Chadaille Bitshiabu,DF,Paris S-G,fr Ligue 1,0.0,2180c761
Kayky Chagas,FW,Manchester City,eng Premier League,0.0,17734ea0
Mehdi Chahiri,MF,Strasbourg,fr Ligue 1,0.0,1787195f
Chema,MF,Getafe,es La Liga,0.0,7f203b54
Daniel Chesters,MF,West Ham,eng Premier League,0.0,240c8ab6
Hamza Choudhury,DFMF,Leicester City,eng Premier League,0.0,7d2d3329
Jasper Cillessen,GK,Valencia,es La Liga,0.0,04ac8285
Giorgio Cittadini,DF,Atalanta,it Serie A,0.0,e4ba67f2
Diego Conde,GK,Getafe,es La Liga,0.0,4eae5bc4
Andrea Consigli,GK,Sassuolo,it Serie A,0.0,8cabdc1e
Andrea Conti,DF,Milan,it Serie A,0.0,8fef5412
Lucas Copado,FW,Bayern Munich,de Bundesliga,0.0,8356931a
Maxwel Cornet,DFMF,Lyon,fr Ligue 1,0.0,beb391dd
Hélder Costa,MF,Leeds United,eng Premier League,0.0,f13d02a6
Benoît Costil,GK,Bordeaux,fr Ligue 1,0.0,2434f24a
Thibaut Courtois,GK,Real Madrid,es La Liga,0.0,1840e36d
Alessio Cragno,GK,Cagliari,it Serie A,0.0,f554e29b
Cristo,DF,Real Sociedad,es La Liga,0.0,ad81ba78
Mickaël Cuisance,MF,Bayern Munich,de Bundesliga,0.0,5722eced
Luke Cundle,MF,Wolves,eng Premier League,0.0,cc3b8e78
Lennart-Marten Czyborra,DF,Arminia,de Bundesliga,0.0,7ba1f1ef
Colin Dagba,DF,Paris S-G,fr Ligue 1,0.0,29c02c9f
Finn Dahmen,GK,Mainz 05,de Bundesliga,0.0,dee3013b
Ebrima Darboe,MF,Roma,it Serie A,0.0,cf043a33
Karl Darlow,GK,Newcastle Utd,eng Premier League,0.0,cde3309f
Josh Dasilva,MFFW,Brentford,eng Premier League,0.0,60344e4f
Keinan Davis,FW,Aston Villa,eng Premier League,0.0,9deaf2c8
Sebastien De Maio,DF,Udinese,it Serie A,0.0,952a03fe
Tommaso De Nipoti,MF,Atalanta,it Serie A,0.0,7f9d956a
Saulo Decarli,DF,Bochum,de Bundesliga,0.0,41df88b8
Thomas Delaney,MF,Dortmund,de Bundesliga,0.0,fe641c1a
Liam Delap,FW,Manchester City,eng Premier League,0.0,dd897ee7
Fabian Delph,MF,Everton,eng Premier League,0.0,111c3236
Fabio Depaoli,MFDF,Sampdoria,it Serie A,0.0,d97f2e8d
Mike van der Hoorn,DF,Arminia,de Bundesliga,0.0,25f50295
Arthur Desmas,GK,Clermont Foot,fr Ligue 1,0.0,e8c5dd4d
Jacopo Dezi,MF,Venezia,it Serie A,0.0,e921b9db
Samuel Di Carmine,FW,Hellas Verona,it Serie A,0.0,ef94dc2f
Francesco Di Mariano,FW,Venezia,it Serie A,0.0,35a2557c
Ibrahim Diakité,MF,Reims,fr Ligue 1,0.0,d8c19a60
Mouhamadou Diarra,MF,Strasbourg,fr Ligue 1,0.0,6d0fe035
Amadou Diawara,MF,Roma,it Serie A,0.0,bf309d24
Javier Díaz,GK,Sevilla,es La Liga,0.0,17a1299d
Elhadji Dieye,MFFW,Saint-Étienne,fr Ligue 1,0.0,6a04bb7c
Javairô Dilrosun,FW,Hertha BSC,de Bundesliga,0.0,34a0f5ff
Stole Dimitrievski,GK,Rayo Vallecano,es La Liga,0.0,fc70e345
Andy Diouf,MF,Rennes,fr Ligue 1,0.0,9b5237b1
Assane Dioussé,MF,Saint-Étienne,fr Ligue 1,0.0,7f622eef
Filippo Distefano,FW,Fiorentina,it Serie A,0.0,2110f96c
Matías Dituro,GK,Celta Vigo,es La Liga,0.0,b6160ad0
Bryan Djile Nokoué,DFMF,Saint-Étienne,fr Ligue 1,0.0,75186a6a
Ouparine Djoco,GK,Clermont Foot,fr Ligue 1,0.0,62124972
Marko Dmitrović,GK,Sevilla,es La Liga,0.0,ac295d9e
Lewis Dobbin,FWMF,Everton,eng Premier League,0.0,e814e1cf
Jaume Doménech,GK,Valencia,es La Liga,0.0,c9cb972b
Mario Dominguez,FW,Valencia,es La Liga,0.0,d709cd5c
Gianluigi Donnarumma,GK,Paris S-G,fr Ligue 1,0.0,08f5afaa
Lohann Doucet,MF,Nantes,fr Ligue 1,0.0,dff0c299
Fodé Doucouré,DF,Reims,fr Ligue 1,0.0,1bfe34dc
Ismaël Doukouré,DF,Strasbourg,fr Ligue 1,0.0,0512a60a
Bartłomiej Drągowski,GK,Fiorentina,it Serie A,0.0,085e71a7
Radu Drăgușin,DF,Salernitana,it Serie A,0.0,620922ed
Cody Drameh,DF,Leeds United,eng Premier League,0.0,e0d1510a
Matthieu Dreyer,GK,Lorient,fr Ligue 1,0.0,fbf83734
Martin Dúbravka,GK,Newcastle Utd,eng Premier League,0.0,3a949a25
Unai Dufur,DF,Osasuna,es La Liga,0.0,c261b5dd
Paul Dummett,DF,Newcastle Utd,eng Premier League,0.0,3fe6bd8c
Erik Durm,DF,Eint Frankfurt,de Bundesliga,0.0,cf623c78
Ederson,GK,Manchester City,eng Premier League,0.0,3bb7b8b4
CJ Egan-Riley,DF,Manchester City,eng Premier League,0.0,d313e8ff
Lilian Egloff,FWMF,Stuttgart,de Bundesliga,0.0,2f7fec15
Julian Eitschberger,DF,Hertha BSC,de Bundesliga,0.0,943b9602
Emerson,DF,Barcelona,es La Liga,0.0,df8b52a5
Renaud Emond,MFFW,Nantes,fr Ligue 1,0.0,5c9ac7f0
Gonzalo Escalante,MF,Lazio,it Serie A,0.0,3f79a1c8
Aarón Escandell,GK,Granada,es La Liga,0.0,67669ce7
Michael Esser,GK,Bochum,de Bundesliga,0.0,83e0eeb4
Estanis,FW,Barcelona,es La Liga,0.0,ace50e9f
Oghenekaro Etebo,MF,Watford,eng Premier League,0.0,b579e83d
Łukasz Fabiański,GK,West Ham,eng Premier League,0.0,9328b835
Cesc Fàbregas,MF,Monaco,fr Ligue 1,0.0,33508c78
Wladimiro Falcone,GK,Sampdoria,it Serie A,0.0,9f5a610b
Omar Faraj,FW,Levante,es La Liga,0.0,de627c8a
Diego Farias,MFFW,Cagliari,it Serie A,0.0,157d29b6
Wuilker Faríñez,GK,Lens,fr Ligue 1,0.0,2c127b6f
Noah Fatar,DFMF,Angers,fr Ligue 1,0.0,2693f6bc
Andrea Favilli,FW,Genoa,it Serie A,0.0,44510fde
Aleix Febas,MF,Mallorca,es La Liga,0.0,38126309
Adrian Fein,MF,Greuther Fürth,de Bundesliga,0.0,60097ff6
Evan Ferguson,MF,Brighton,eng Premier League,0.0,4596da74
Nathan Ferguson,DF,Crystal Palace,eng Premier League,0.0,2f8d27bc
Aitor Fernández,GK,Levante,es La Liga,0.0,a01c3d54
Álvaro Fernández,GK,Brentford,eng Premier League,0.0,f127d782
Riccardo Fiamozzi,DF,Empoli,it Serie A,0.0,9f9b9269
Karol Fila,DF,Strasbourg,fr Ligue 1,0.0,50ac8941
Vincenzo Fiorillo,GK,Salernitana,it Serie A,0.0,a2565f79
Mark Flekken,GK,Freiburg,de Bundesliga,0.0,a92ab7be
Mamadou Fofana,DF,Metz,fr Ligue 1,0.0,4c4ffacc
Thomas Fontaine,DF,Lorient,fr Ligue 1,0.0,9f90c06b
Fraser Forster,GK,Southampton,eng Premier League,0.0,c3e39f12
Steven Fortes,DF,Lens,fr Ligue 1,0.0,574aa9ec
Ben Foster,GK,Watford,eng Premier League,0.0,d0b3ceb9
Tariqe Fosu,DF,Brentford,eng Premier League,0.0,3dcef539
Timothy Fosu-Mensah,DF,Leverkusen,de Bundesliga,0.0,a9142dc3
Dimitri Foulquier,DF,Granada,es La Liga,0.0,45e17712
Gianluca Frabotta,DFFW,Hellas Verona,it Serie A,0.0,d80b1835
Raphael Framberger,DF,Augsburg,de Bundesliga,0.0,626fab5f
Enric Franquesa,DF,Levante,es La Liga,0.0,40883e3a
Ryan Fredericks,DF,West Ham,eng Premier League,0.0,c067631c
Christian Früchtl,GK,Bayern Munich,de Bundesliga,0.0,1940be91
Leo Fuhr Hjelde,DF,Leeds United,eng Premier League,0.0,d102b8a2
Marius Funk,GK,Greuther Fürth,de Bundesliga,0.0,86314793
Stephan Fürstner,MF,Mainz 05,de Bundesliga,0.0,18c2e247
Gianluca Gaetano,MF,Napoli,it Serie A,0.0,3b387cc7
Luca Gagliano,MFDF,Cagliari,it Serie A,0.0,1d00a56c
Nicolas Galazzi,DF,Venezia,it Serie A,0.0,a796492f
Gauthier Gallon,GK,Troyes,fr Ligue 1,0.0,db3164e1
Joan García,GK,Espanyol,es La Liga,0.0,87b498b0
Saúl García,FW,Alavés,es La Liga,0.0,dafa5038
Alejandro Garnacho,FW,Manchester Utd,eng Premier League,0.0,7aa8adfe
Djeidi Gassama,FW,Paris S-G,fr Ligue 1,0.0,bbdb2789
Jean-Philippe Gbamin,MF,Everton,eng Premier League,0.0,6bd603db
David de Gea,GK,Manchester Utd,eng Premier League,0.0,7ba6d84e
Luca Gemello,GK,Torino,it Serie A,0.0,53e494ec
Ismaël Gharbi,FW,Paris S-G,fr Ligue 1,0.0,5b3cfa12
Anwar El Ghazi,FW,Everton,eng Premier League,0.0,ffa90327
